I am at peace with God. My conflict is with Man.;Charlie Chaplin;god
I am aware that a philosopher's ideas are not subject to the judgment of ordinary persons, because it is his endeavour to seek the truth in all things, to the extent permitted to human reason by God.;Nicolaus Copernicus;truth
I am certainly not one of those who need to be prodded. In fact, if anything, I am the prod.;Winston Churchill;business
I am confident that nobody... will accuse me of selfishness if I ask to spend time, while I am still in good health, with my family, my friends and also with myself.;Nelson Mandela;family
I am easily satisfied with the very best.;Winston Churchill;best
I am enough of an artist to draw freely upon my imagination.;Albert Einstein;imagination
I am fond of pigs. Dogs look up to us. Cats look down on us. Pigs treat us as equals.;Winston Churchill;pet
I am indebted to my father for living, but to my teacher for living well.;Alexander the Great;teacher
I am looking for a lot of men who have an infinite capacity to not know what can't be done.;Henry Ford;men
I am more afraid of my own heart than of the pope and all his cardinals. I have within me the great pope, Self.;Martin Luther;great
I am never going to have anything more to do with politics or politicians. When this war is over I shall confine myself entirely to writing and painting.;Winston Churchill;politics
I am not interested in power for power's sake, but I'm interested in power that is moral, that is right and that is good.;Martin Luther King, Jr.;good
I am not only a pacifist but a militant pacifist. I am willing to fight for peace. Nothing will end war unless the people themselves refuse to go to war.;Albert Einstein;peace
I am prepared to meet my Maker. Whether my Maker is prepared for the great ordeal of meeting me is another matter.;Winston Churchill;great
I am sometimes a fox and sometimes a lion. The whole secret of government lies in knowing when to be the one or the other.;Napoleon Bonaparte;government
I am still learning.;Michelangelo;learning
I am the Way, the Truth, and the Life. No one comes to the Father except through me.;Jesus Christ;truth
I am very fond of truth, but not at all of martyrdom.;Voltaire;truth
I bear a charmed life.;William Shakespeare;life
I believe God is managing affairs and that He doesn't need any advice from me. With God in charge, I believe everything will work out for the best in the end. So what is there to worry about.;Henry Ford;best
I believe in equality for everyone, except reporters and photographers.;Mahatma Gandhi;equality
I believe in the fundamental truth of all great religions of the world.;Mahatma Gandhi;great
I believe that a simple and unassuming manner of life is best for everyone, best both for the body and the mind.;Albert Einstein;best
I believe that every human mind feels pleasure in doing good to another.;Thomas Jefferson;good
I believe that unarmed truth and unconditional love will have the final word in reality. This is why right, temporarily defeated, is stronger than evil triumphant.;Martin Luther King, Jr.;love
I came, I saw, I conquered.;Julius Caesar;history
I can live for two months on a good compliment.;Mark Twain;good
I can make more generals, but horses cost money.;Abraham Lincoln;money
I cannot and will not recant anything, for to go against conscience is neither right nor safe. Here I stand, I can do no other, so help me God. Amen.;Martin Luther;god
I cannot imagine a God who rewards and punishes the objects of his creation and is but a reflection of human frailty.;Albert Einstein;god
I cannot live under pressures from patrons, let alone paint.;Michelangelo;alone
I cannot persuade myself that a beneficent and omnipotent God would have designedly created parasitic wasps with the express intention of their feeding within the living bodies of Caterpillars.;Charles Darwin;god
I care not much for a man's religion whose dog and cat are not the better for it.;Abraham Lincoln;religion
I claim that human mind or human society is not divided into watertight compartments called social, political and religious. All act and react upon one another.;Mahatma Gandhi;society
I conceive that the great part of the miseries of mankind are brought upon them by false estimates they have made of the value of things.;Benjamin Franklin;great
I decided that it was not wisdom that enabled poets to write their poetry, but a kind of instinct or inspiration, such as you find in seers and prophets who deliver all their sublime messages without knowing in the least what they mean.;Socrates;poetry
I didn't attend the funeral, but I sent a nice letter saying I approved of it.;Mark Twain;death
I didn't see it then, but it turned out that getting fired from Apple was the best thing that could have ever happened to me. The heaviness of being successful was replaced by the lightness of being a beginner again, less sure about everything. It freed me to enter one of the most creative periods of my life.;Steve Jobs;best
I do all the evil I can before I learn to shun it? Is it not enough to know the evil to shun it? If not, we should be sincere enough to admit that we love evil too well to give it up.;Mahatma Gandhi;love
I do not agree with what you have to say, but I'll defend to the death your right to say it.;Voltaire;death
I do not believe a man can ever leave his business. He ought to think of it by day and dream of it by night.;Henry Ford;business
I do not believe in a fate that falls on men however they act but I do believe in a fate that falls on them unless they act.;Buddha;men
I do not believe in the God of theology who rewards good and punishes evil.;Albert Einstein;god
I do not believe that civilization will be wiped out in a war fought with the atomic bomb. Perhaps two-thirds of the people of the earth will be killed.;Albert Einstein;war
I do not deny that I planned sabotage. I did not plan it in a spirit of recklessness nor because I have any love of violence. I planned it as a result of a calm and sober assessment of the political situation that had arisen after many years of tyranny, exploitation and oppression of my people by the whites.;Nelson Mandela;love
I do not feel obliged to believe that the same God who has endowed us with sense, reason, and intellect has intended us to forgo their use.;Galileo Galilei;god
I do not have much patience with a thing of beauty that must be explained to be understood. If it does need additional interpretation by someone other than the creator, then I question whether it has fulfilled its purpose.;Charlie Chaplin;beauty
I do not think there is any thrill that can go through the human heart like that felt by the inventor as he sees some creation of the brain unfolding to success... such emotions make a man forget food, sleep, friends, love, everything.;Nikola Tesla;food
I do not want to foresee the future. I am concerned with taking care of the present. God has given me no control over the moment following.;Mahatma Gandhi;future
I do the very best I know how - the very best I can and I mean to keep on doing so until the end.;Abraham Lincoln;best
I don't like formal gardens. I like wild nature. It's just the wilderness instinct in me, I guess.;Walt Disney;gardening
I don't think I've ever worked so hard on something, but working on Macintosh was the neatest experience of my life. Almost everyone who worked on it will say that. None of us wanted to release it at the end. It was as though we knew that once it was out of our hands, it wouldn't be ours anymore.;Steve Jobs;experience
I don't think of all the misery but of the beauty that still remains.;Anne Frank;beauty
I dream of an Africa which is in peace with itself.;Nelson Mandela;peace
I dream of the realization of the unity of Africa, whereby its leaders combine in their efforts to solve the problems of this continent. I dream of our vast deserts, of our forests, of all our great wildernesses.;Nelson Mandela;great
I exhort you also to take part in the great combat, which is the combat of life, and greater than every other earthly conflict.;Plato;great
I find my greatest pleasure, and so my reward, in the work that precedes what the world calls success.;Thomas A. Edison;success
I find that he is happiest of whom the world says least, good or bad.;Thomas Jefferson;good
I go to school the youth to learn the future.;Robert Frost;future
I had no idea of the character. But the moment I was dressed, the clothes and the make-up made me feel the person he was. I began to know him, and by the time I walked onto the stage he was fully born.;Charlie Chaplin;time
I had rather excel others in the knowledge of what is excellent, than in the extent of my power and dominion.;Alexander the Great;knowledge
I had rather have a fool to make me merry than experience to make me sad and to travel for it too!;William Shakespeare;experience
I hate women because they always know where things are.;Voltaire;women
I have a dream that my four little children will one day live in a nation where they will not be judged by the color of their skin, but by the content of their character.;Martin Luther King, Jr.;equality
I have a dream that one day on the red hills of Georgia, the sons of former slaves and the sons of former slave owners will be able to sit together at the table of brotherhood.;Martin Luther King, Jr.;equality
I have a great respect for incremental improvement, and I've done that sort of thing in my life, but I've always been attracted to the more revolutionary changes. I don't know why. Because they're harder. They're much more stressful emotionally. And you usually go through a period where everybody tells you that you've completely failed.;Steve Jobs;great
I have been up against tough competition all my life. I wouldn't know how to get along without it.;Walt Disney;life
I have cherished the ideal of a democratic and free society in which all persons live together in harmony and with equal opportunities.;Nelson Mandela;society
I have decided to stick with love. Hate is too great a burden to bear.;Martin Luther King, Jr.;great
I have frequently been questioned, especially by women, of how I could reconcile family life with a scientific career. Well, it has not been easy.;Marie Curie;family
I have friends in overalls whose friendship I would not swap for the favor of the kings of the world.;Thomas A. Edison;friendship
I have gained this from philosophy: that I do without being commanded what others do only from fear of the law.;Aristotle;fear
I have held many things in my hands, and I have lost them all but whatever I have placed in God's hands, that I still possess.;Martin Luther;god
I have known a vast quantity of nonsense talked about bad men not looking you in the face. Don't trust that conventional idea. Dishonesty will stare honesty out of countenance any day in the week, if there is anything to be got by it.;Charles Dickens;men
I have lived long enough to satisfy both nature and glory.;Julius Caesar;nature
I have made it a rule never to smoke more that one cigar at a time.;Mark Twain;time
I have never felt salvation in nature. I love cities above all.;Michelangelo;nature
I have never let my schooling interfere with my education.;Mark Twain;education
I have never made but one prayer to God, a very short one: 'O Lord make my enemies ridiculous.' And God granted it.;Voltaire;god
I have never met a man so ignorant that I couldn't learn something from him.;Galileo Galilei;learning
I have no ambition to govern men it is a painful and thankless office.;Thomas Jefferson;men
I have no fear that the result of our experiment will be that men may be trusted to govern themselves without a master.;Thomas Jefferson;fear
I have no other view than to promote the public good, and am unambitious of honors not founded in the approbation of my Country.;George Washington;good
I have no use for people who throw their weight around as celebrities, or for those who fawn over you just because you are famous.;Walt Disney;famous
I have not failed. I've just found 10,000 ways that won't work.;Thomas A. Edison;work
I have nothing new to teach the world. Truth and Non-violence are as old as the hills. All I have done is to try experiments in both on as vast a scale as I could.;Mahatma Gandhi;truth
I have offended God and mankind because my work didn't reach the quality it should have.;Leonardo da Vinci;god
I have retired, but if there's anything that would kill me it is to wake up in the morning not knowing what to do.;Nelson Mandela;morning
I have seen enough of one war never to wish to see another.;Thomas Jefferson;war
I have seen firsthand that agricultural science has enormous potential to increase the yields of small farmers and lift them out of hunger and poverty.;Bill Gates;science
I have sworn upon the altar of God, eternal hostility against every form of tyranny over the mind of man.;Thomas Jefferson;god
I hold the world but as the world, Gratiano A stage where every man must play a part, And mine is a sad one.;William Shakespeare;sad
I hope I shall possess firmness and virtue enough to maintain what I consider the most enviable of all titles, the character of an honest man.;George Washington;hope
I hope our wisdom will grow with our power, and teach us, that the less we use our power the greater it will be.;Thomas Jefferson;hope
I hope that I may always desire more than I can accomplish.;Michelangelo;hope
I hope to stand firm enough to not go backward, and yet not go forward fast enough to wreck the country's cause.;Abraham Lincoln;hope
I hope we shall crush in its birth the aristocracy of our monied corporations which dare already to challenge our government to a trial by strength, and bid defiance to the laws of our country.;Thomas Jefferson;government
I just want to do God's will. And he's allowed me to go to the mountain. And I've looked over, and I've seen the promised land! I may not get there with you, but I want you to know tonight that we as a people will get to the promised land.;Martin Luther King, Jr.;god
I keep my ideals, because in spite of everything I still believe that people are really good at heart.;Anne Frank;good
I know not with what weapons World War III will be fought, but World War IV will be fought with sticks and stones.;Albert Einstein;war
I know of no safe depository of the ultimate powers of the society but the people themselves and if we think them not enlightened enough to exercise their control with a wholesome discretion, the remedy is not to take it from them but to inform their discretion.;Thomas Jefferson;society
I know that I am intelligent, because I know that I know nothing.;Socrates;intelligence
I know this world is ruled by infinite intelligence. Everything that surrounds us- everything that exists - proves that there are infinite laws behind it. There can be no denying this fact. It is mathematical in its precision.;Thomas A. Edison;intelligence
I know, to banish anger altogether from one's breast is a difficult task. It cannot be achieved through pure personal effort. It can be done only by God's grace.;Mahatma Gandhi;anger
I learned that courage was not the absence of fear, but the triumph over it. The brave man is not he who does not feel afraid, but he who conquers that fear.;Nelson Mandela;courage
I like the dreams of the future better than the history of the past.;Thomas Jefferson;dreams
I like your Christ, I do not like your Christians. Your Christians are so unlike your Christ.;Mahatma Gandhi;religion
I live and love in God's peculiar light.;Michelangelo;faith
I live in a crazy time.;Anne Frank;time
I look only to the good qualities of men. Not being faultless myself, I won't presume to probe into the faults of others.;Mahatma Gandhi;good
I look upon death to be as necessary to our constitution as sleep. We shall rise refreshed in the morning.;Benjamin Franklin;death
I love Mickey Mouse more than any woman I have ever known.;Walt Disney;funny
I love power. But it is as an artist that I love it. I love it as a musician loves his violin, to draw out its sounds and chords and harmonies.;Napoleon Bonaparte;love
I love the name of honor, more than I fear death.;Julius Caesar;death
I love those who can smile in trouble, who can gather strength from distress, and grow brave by reflection. 'Tis the business of little minds to shrink, but they whose heart is firm, and whose conscience approves their conduct, will pursue their principles unto death.;Leonardo da Vinci;business
I made a mistake by being ejected from the presidency. Next time, I will choose a Cabinet which will allow me to be life President.;Nelson Mandela;life
I may be drunk, Miss, but in the morning I will be sober and you will still be ugly.;Winston Churchill;morning
I met Woz when I was 13, at a friend's garage. He was about 18. He was, like, the first person I met who knew more electronics than I did at that point. We became good friends, because we shared an interest in computer and we had a sense of humor. We pulled all kinds of pranks together.;Steve Jobs;good
I more fear what is within me than what comes from without.;Martin Luther;fear
I must have a prodigious quantity of mind it takes me as much as a week sometimes to make it up.;Mark Twain;intelligence
I must uphold my ideals, for perhaps the time will come when I shall be able to carry them out.;Anne Frank;time
I never called my work an 'art'. It's part of show business, the business of building entertainment.;Walt Disney;art
I never considered a difference of opinion in politics, in religion, in philosophy, as cause for withdrawing from a friend.;Thomas Jefferson;politics
I never could have done what I have done without the habits of punctuality, order, and diligence, without the determination to concentrate myself on one subject at a time.;Charles Dickens;time
I never dared to be radical when young for fear it would make me conservative when old.;Robert Frost;fear
I never did a day's work in my life. It was all fun.;Thomas A. Edison;life
I never did anything by accident, nor did any of my inventions come by accident they came by work.;Thomas A. Edison;work
I never did anything worth doing by accident, nor did any of my inventions come by accident they came by work.;Plato;work
I never had a policy I have just tried to do my very best each and every day.;Abraham Lincoln;best
I never let schooling interfere with my education.;Mark Twain;education
I never think of the future - it comes soon enough.;Albert Einstein;future
I object to violence because when it appears to do good, the good is only temporary the evil it does is permanent.;Mahatma Gandhi;good
I often say of George Washington that he was one of the few in the whole history of the world who was not carried away by power.;Robert Frost;history
I only hope that we don't lose sight of one thing - that it was all started by a mouse.;Walt Disney;hope
I only wish that ordinary people had an unlimited capacity for doing harm then they might have an unlimited power for doing good.;Socrates;good
I own that I am not a friend to a very energetic government. It is always oppressive.;Thomas Jefferson;government
I really had a lot of dreams when I was a kid, and I think a great deal of that grew out of the fact that I had a chance to read a lot.;Bill Gates;dreams
I really wanted to retire and rest and spend more time with my children, my grandchildren and of course with my wife.;Nelson Mandela;time
I refuse to accept the view that mankind is so tragically bound to the starless midnight of racism and war that the bright daybreak of peace and brotherhood can never become a reality... I believe that unarmed truth and unconditional love will have the final word.;Martin Luther King, Jr.;love
I remember my mother's prayers and they have always followed me. They have clung to me all my life.;Abraham Lincoln;life
I saw few die of hunger of eating, a hundred thousand.;Benjamin Franklin;death
I saw the angel in the marble and carved until I set him free.;Michelangelo;imagination
I shall never be a heretic I may err in dispute, but I do not wish to decide anything finally on the other hand, I am not bound by the opinions of men.;Martin Luther;men
I shall never believe that God plays dice with the world.;Albert Einstein;god
I shall the effect of this good lesson keeps as watchman to my heart.;William Shakespeare;good
I should have no objection to go over the same life from its beginning to the end: requesting only the advantage authors have, of correcting in a second edition the faults of the first.;Benjamin Franklin;life
I should tie myself to no particular system of society other than of socialism.;Nelson Mandela;society
I simply can't build my hopes on a foundation of confusion, misery and death... I think... peace and tranquillity will return again.;Anne Frank;death
I spend a lot of time reading.;Bill Gates;time
I started to make a study of the art of war and revolution and, whilst abroad, underwent a course in military training. If there was to be guerrilla warfare, I wanted to be able to stand and fight with my people and to share the hazards of war with them.;Nelson Mandela;art
I submit that an individual who breaks the law that conscience tells him is unjust and willingly accepts the penalty by staying in jail to arouse the conscience of the community over its injustice, is in reality expressing the very highest respect for law.;Martin Luther King, Jr.;respect
I suppose leadership at one time meant muscles but today it means getting along with people.;Mahatma Gandhi;leadership
I tell you the truth, it is hard for a rich man to enter the kingdom of heaven. Again I tell you, it is easier for a camel to go through the eye of a needle than for a rich man to enter the kingdom of heaven.;Jesus Christ;truth
I thank my God for graciously granting me the opportunity of learning that death is the key which unlocks the door to our true happiness.;Wolfgang Amadeus Mozart;death
I think and think for months and years. Ninety-nine times, the conclusion is false. The hundredth time I am right.;Albert Einstein;time
I think it's brought the world a lot closer together, and will continue to do that. There are downsides to everything there are unintended consequences to everything. The most corrosive piece of technology that I've ever seen is called television - but then, again, television, at its best, is magnificent.;Steve Jobs;best
I think it's fair to say that personal computers have become the most empowering tool we've ever created. They're tools of communication, they're tools of creativity, and they can be shaped by their user.;Bill Gates;communication
I think the thing we see is that as people are using video games more, they tend to watch passive TV a bit less. And so using the PC for the Internet, playing video games, is starting to cut into the rather unbelievable amount of time people spend watching TV.;Bill Gates;time
I tremble for my country when I reflect that God is just that his justice cannot sleep forever.;Thomas Jefferson;god
I wake up every morning at nine and grab for the morning paper. Then I look at the obituary page. If my name is not on it, I get up.;Benjamin Franklin;morning
I want it said of me by those who knew me best, that I always plucked a thistle and planted a flower where I thought a flower would grow.;Abraham Lincoln;best
I want to put a ding in the universe.;Steve Jobs;business
I was bold in the pursuit of knowledge, never fearing to follow truth and reason to whatever results they led, and bearding every authority which stood in their way.;Thomas Jefferson;knowledge
I was like a boy playing on the sea-shore, and diverting myself now and then finding a smoother pebble or a prettier shell than ordinary, whilst the great ocean of truth lay all undiscovered before me.;Isaac Newton;great
I was losing interest in politics, when the repeal of the Missouri Compromise aroused me again. What I have done since then is pretty well known.;Abraham Lincoln;politics
I wasted time, and now doth time waste me.;William Shakespeare;time
I went into the business for the money, and the art grew out of it. If people are disillusioned by that remark, I can't help it. It's the truth.;Charlie Chaplin;art
I were better to be eaten to death with a rust than to be scoured to nothing with perpetual motion.;William Shakespeare;death
I will far rather see the race of man extinct than that we should become less than beasts by making the noblest of God's creation, woman, the object of our lust.;Mahatma Gandhi;god
I will honor Christmas in my heart, and try to keep it all the year.;Charles Dickens;christmas
I will not be concerned at other men's not knowing meI will be concerned at my own want of ability.;Confucius;men
I would fain grow old learning many things.;Plato;learning
I would rather entertain and hope that people learned something than educate people and hope they were entertained.;Walt Disney;education
I would rather excel others in the knowledge of what is excellent than in the extent of my powers and dominion.;Alexander the Great;knowledge
I'd just as soon play tennis with the net down.;Robert Frost;sports
I'd say it's been my biggest problem all my life... it's money. It takes a lot of money to make these dreams come true.;Walt Disney;dreams
I'll always stay connected with Apple. I hope that throughout my life I'll sort of have the thread of my life and the thread of Apple weave in and out of each other, like a tapestry. There may be a few years when I'm not there, but I'll always come back.;Steve Jobs;hope
I'm a great believer that any tool that enhances communication has profound effects in terms of how people can learn from each other, and how they can achieve the kind of freedoms that they're interested in.;Bill Gates;communication
I'm an optimist in the sense that I believe humans are noble and honorable, and some of them are really smart. I have a very optimistic view of individuals.;Steve Jobs;intelligence
I'm sorry that we have to have a Washington presence. We thrived during our first 16 years without any of this. I never made a political visit to Washington and we had no people here. It wasn't on our radar screen. We were just making great software.;Bill Gates;great
I'm sorry, it's true. Having children really changes your view on these things. We're born, we live for a brief instant, and we die. It's been happening for a long time. Technology is not changing it much - if at all.;Steve Jobs;technology
I've always wanted to own and control the primary technology in everything we do.;Steve Jobs;technology
I've never let my school interfere with my education.;Mark Twain;education
If GM had kept up with technology like the computer industry has, we would all be driving $25 cars that got 1,000 MPG.;Bill Gates;car
If God created us in his own image, we have more than reciprocated.;Voltaire;god
If God did not exist, it would be necessary to invent Him.;Voltaire;god
If God is just, I tremble for my country.;Thomas Jefferson;god
If I am walking with two other men, each of them will serve as my teacher. I will pick out the good points of the one and imitate them, and the bad points of the other and correct them in myself.;Confucius;good
If I had no sense of humor, I would long ago have committed suicide.;Mahatma Gandhi;humor
If I had to choose a religion, the sun as the universal giver of life would be my god.;Napoleon Bonaparte;god
If I have done the public any service, it is due to my patient thought.;Isaac Newton;patience
If I were again beginning my studies, I would follow the advice of Plato and start with mathematics.;Galileo Galilei;education
If I were to try to read, much less answer, all the attacks made on me, this shop might as well be closed for any other business.;Abraham Lincoln;business
If a man neglects education, he walks lame to the end of his life.;Plato;education
If everyone is moving forward together, then success takes care of itself.;Henry Ford;success
If he have faith, the believer cannot be restrained. He betrays himself. He breaks out. He confesses and teaches this gospel to the people at the risk of life itself.;Martin Luther;faith
If in my youth I had realized that the sustaining splendour of beauty of with which I was in love would one day flood back into my heart, there to ignite a flame that would torture me without end, how gladly would I have put out the light in my eyes.;Michelangelo;beauty
If it's your job to eat a frog, it's best to do it first thing in the morning. And If it's your job to eat two frogs, it's best to eat the biggest one first.;Mark Twain;best
If liberty and equality, as is thought by some, are chiefly to be found in democracy, they will be best attained when all persons alike share in government to the utmost.;Aristotle;best
If money is your hope for independence you will never have it. The only real security that a man will have in this world is a reserve of knowledge, experience, and ability.;Henry Ford;experience
If music be the food of love, play on.;William Shakespeare;food
If once you forfeit the confidence of your fellow-citizens, you can never regain their respect and esteem.;Abraham Lincoln;respect
If one way be better than another, that you may be sure is nature's way.;Aristotle;nature
If our soldiers are not overburdened with money, it is not because they have a distaste for riches if their lives are not unduly long, it is not because they are disinclined to longevity.;Sun Tzu;money
If patience is worth anything, it must endure to the end of time. And a living faith will last in the midst of the blackest storm.;Mahatma Gandhi;faith
If people are good only because they fear punishment, and hope for reward, then we are a sorry lot indeed.;Albert Einstein;fear
If physical death is the price that I must pay to free my white brothers and sisters from a permanent death of the spirit, then nothing can be more redemptive.;Martin Luther King, Jr.;death
If society fits you comfortably enough, you call it freedom.;Robert Frost;freedom
If the United States of America or Britain is having elections, they don't ask for observers from Africa or from Asia. But when we have elections, they want observers.;Nelson Mandela;politics
If the facts don't fit the theory, change the facts.;Albert Einstein;change
If the freedom of speech is taken away then dumb and silent we may be led, like sheep to the slaughter.;George Washington;freedom
If the misery of the poor be caused not by the laws of nature, but by our institutions, great is our sin.;Charles Darwin;great
If there are dreams about a beautiful South Africa, there are also roads that lead to their goal. Two of these roads could be named Goodness and Forgiveness.;Nelson Mandela;dreams
If there is any one secret of success, it lies in the ability to get the other person's point of view and see things from that person's angle as well as from your own.;Henry Ford;success
If there is anything that a man can do well, I say let him do it. Give him a chance.;Abraham Lincoln;business
If there were no God, it would be necessary to invent him.;Voltaire;god
If there were no bad people, there would be no good lawyers.;Charles Dickens;good
If they want peace, nations should avoid the pin-pricks that precede cannon shots.;Napoleon Bonaparte;peace
If time be of all things the most precious, wasting time must be the greatest prodigality.;Benjamin Franklin;time
If to do were as easy as to know what were good to do, chapels had been churches, and poor men's cottage princes' palaces.;William Shakespeare;good
If we are marked to die, we are enough to do our country loss and if to live, the fewer men, the greater share of honor.;William Shakespeare;men
If we are to teach real peace in this world, and if we are to carry on a real war against war, we shall have to begin with the children.;Mahatma Gandhi;peace
If we can but prevent the government from wasting the labours of the people, under the pretence of taking care of them, they must become happy.;Thomas Jefferson;government
If we desire to avoid insult, we must be able to repel it if we desire to secure peace, one of the most powerful instruments of our rising prosperity, it must be known, that we are at all times ready for War.;George Washington;peace
If we don't know life, how can we know death?;Confucius;death
If we have been pleased with life, we should not be displeased with death, since it comes from the hand of the same master.;Michelangelo;death
If we knew what it was we were doing, it would not be called research, would it?;Albert Einstein;learning
If we know that our own men are in a condition to attack, but are unaware that the enemy is not open to attack, we have gone only halfway towards victory.;Sun Tzu;men
If we open a quarrel between past and present, we shall find that we have lost the future.;Winston Churchill;future
If you are out to describe the truth, leave elegance to the tailor.;Albert Einstein;truth
If you can dream it, you can do it.;Walt Disney;motivational
If you can look into the seeds of time, and say which grain will grow and which will not, speak then unto me.;William Shakespeare;time
If you can't make it good, at least make it look good.;Bill Gates;good
If you don't know how great this country is, I know someone who does Russia.;Robert Frost;great
If you have an important point to make, don't try to be subtle or clever. Use a pile driver. Hit the point once. Then come back and hit it again. Then hit it a third time - a tremendous whack.;Winston Churchill;time
If you have ten thousand regulations you destroy all respect for the law.;Winston Churchill;politics
If you haven't found it yet, keep looking. Don't settle. As with all matters of the heart, you'll know when you find it. And, like any great relationship, it just gets better and better as the years roll on.;Steve Jobs;great
If you know the enemy and know yourself you need not fear the results of a hundred battles.;Sun Tzu;fear
If you look into your own heart, and you find nothing wrong there, what is there to worry about? What is there to fear?;Confucius;fear
If you love those who love you, what credit is that to you? For even sinners love those who love them. And if you do good to those who do good to you, what credit is that to you? For even sinners do the same.;Jesus Christ;good
If you must break the law, do it to seize power: in all other cases observe it.;Julius Caesar;power
If you talk to a man in a language he understands, that goes to his head. If you talk to him in his language, that goes to his heart.;Nelson Mandela;wisdom
If you tell the truth, you don't have to remember anything.;Mark Twain;truth
If you think you can do a thing or think you can't do a thing, you're right.;Henry Ford;leadership
If you think your teacher is tough, wait until you get a boss. He doesn't have tenure.;Bill Gates;teacher
If you want to make peace with your enemy, you have to work with your enemy. Then he becomes your partner.;Nelson Mandela;peace
If you wish to be a success in the world, promise everything, deliver nothing.;Napoleon Bonaparte;success
If you would be loved, love, and be loveable.;Benjamin Franklin;love
If you would know the value of money, go and try to borrow some.;Benjamin Franklin;money
If you're going through hell, keep going.;Winston Churchill;motivational
If you're using first-class land for biofuels, then you're competing with the growing of food. And so you're actually spiking food prices by moving energy production into agriculture.;Bill Gates;food
Ignorance is preferable to error, and he is less remote from the truth who believes nothing than he who believes what is wrong.;Thomas Jefferson;truth
Ignorance is the curse of God knowledge is the wing wherewith we fly to heaven.;William Shakespeare;god
Ignorance more frequently begets confidence than does knowledge: it is those who know little, and not those who know much, who so positively assert that this or that problem will never be solved by science.;Charles Darwin;knowledge
Ignorance of all things is an evil neither terrible nor excessive, nor yet the greatest of all but great cleverness and much learning, if they be accompanied by a bad training, are a much greater misfortune.;Plato;great
Imagination is everything. It is the preview of life's coming attractions.;Albert Einstein;imagination
Imagination is more important than knowledge.;Albert Einstein;imagination
Imagination rules the world.;Napoleon Bonaparte;imagination
In a controversy the instant we feel anger we have already ceased striving for the truth, and have begun striving for ourselves.;Buddha;anger
In a democracy the poor will have more power than the rich, because there are more of them, and the will of the majority is supreme.;Aristotle;power
In a gentle way, you can shake the world.;Mahatma Gandhi;inspirational
In all things of nature there is something of the marvelous.;Aristotle;nature
In every country and every age, the priest had been hostile to Liberty.;Thomas Jefferson;age
In general, mankind, since the improvement of cookery, eats twice as much as nature requires.;Benjamin Franklin;nature
In general, the art of government consists of taking as much money as possible from one class of citizens to give to another.;Voltaire;art
In giving freedom to the slave, we assure freedom to the free - honorable alike in what we give and what we preserve. We shall nobly save, or meanly lose, the last best hope of earth.;Abraham Lincoln;best
In great contests each party claims to act in accordance with the will of God. Both may be, and one must be wrong.;Abraham Lincoln;god
In inner-city, low-income communities of color, there's such a high correlation in terms of educational quality and success.;Bill Gates;success
In matters of truth and justice, there is no difference between large and small problems, for issues concerning the treatment of people are all the same.;Albert Einstein;truth
In most people's vocabularies, design means veneer. It's interior decorating. It's the fabric of the curtains and the sofa. But to me, nothing could be further from the meaning of design.;Steve Jobs;design
In politics stupidity is not a handicap.;Napoleon Bonaparte;politics
In politics... never retreat, never retract... never admit a mistake.;Napoleon Bonaparte;politics
In poverty and other misfortunes of life, true friends are a sure refuge. The young they keep out of mischief to the old they are a comfort and aid in their weakness, and those in the prime of life they incite to noble deeds.;Aristotle;life
In questions of science, the authority of a thousand is not worth the humble reasoning of a single individual.;Galileo Galilei;science
In rivers, the water that you touch is the last of what has passed and the first of that which comes so with present time.;Leonardo da Vinci;time
In science, we must be interested in things, not in persons.;Marie Curie;science
In spite of everything I still believe that people are really good at heart. I simply can't build up my hopes on a foundation consisting of confusion, misery and death.;Anne Frank;death
In the affairs of this world, men are saved not by faith, but by the want of it.;Benjamin Franklin;faith
In the course of my life, I have often had to eat my words, and I must confess that I have always found it a wholesome diet.;Winston Churchill;diet
In the end, it's not the years in your life that count. It's the life in your years.;Abraham Lincoln;life
In the first place, God made idiots. That was for practice. Then he made school boards.;Mark Twain;education
In the long history of humankind (and animal kind, too) those who learned to collaborate and improvise most effectively have prevailed.;Charles Darwin;history
In the practical art of war, the best thing of all is to take the enemy's country whole and intact to shatter and destroy it is not so good.;Sun Tzu;art
In this business, by the time you realize you're in trouble, it's too late to save yourself. Unless you're running scared all the time, you're gone.;Bill Gates;business
In this country it is a good thing to kill an admiral from time to time to encourage the others.;Voltaire;good
In this world nothing can be said to be certain, except death and taxes.;Benjamin Franklin;business
In three words I can sum up everything I've learned about life: it goes on.;Robert Frost;life
In time we hate that which we often fear.;William Shakespeare;fear
In truth, politeness is artificial good humor, it covers the natural want of it, and ends by rendering habitual a substitute nearly equivalent to the real virtue.;Thomas Jefferson;good
In war as in life, it is often necessary when some cherished scheme has failed, to take up the best alternative open, and if so, it is folly not to work for it with all your might.;Winston Churchill;best
In war, events of importance are the result of trivial causes.;Julius Caesar;war
In war, you can only be killed once, but in politics, many times.;Winston Churchill;politics
In wartime, truth is so precious that she should always be attended by a bodyguard of lies.;Winston Churchill;truth
In youth and beauty, wisdom is but rare!;Homer;beauty
Indeed, history is nothing more than a tableau of crimes and misfortunes.;Voltaire;history
Infinite striving to be the best is man's duty it is its own reward. Everything else is in God's hands.;Mahatma Gandhi;best
Information is not knowledge.;Albert Einstein;intelligence
